"scalematesUrl"," brand","brandCatno","name","scale","description","boxartUrl","year"
"/kits/icm-ds3502-army-group-center-summer-1941--1217289","ICM","DS3502","Army Group "Center" (Summer 1941)(Kfz.1, Typ L3000S, German Infantry (4 figures), German Drivers (4 figures)","35","Model set","https://www.scalemates.com/products/img/2/8/9/1217289-12741-53","2019"
"/kits/icm-ds3502-army-group-center-summer-1941--1217289","ICM","DS3502","Army Group "Center" (Summer 1941)(Kfz.1, Typ L3000S, German Infantry (4 figures), German Drivers (4 figures)","35","Model set","https://www.scalemates.com/products/img/2/8/9/1217289-12741-53","2019"
"/kits/icm-ds3502-army-group-center-summer-1941--1217289","ICM","DS3502","Army Group "Center" (Summer 1941)(Kfz.1, Typ L3000S, German Infantry (4 figures), German Drivers (4 figures)","35","Model set","https://www.scalemates.com/products/img/2/8/9/1217289-12741-53","2019"
"/kits/adv-azimut-modell-10075-remorque-generateur-sd-anh-24--1216986","ADV/Azimut-Modell","10075","Remorque générateur Sd. Anh. 24","35","none","https://www.scalemates.com/products/img/9/8/6/1216986-34728-45","2019"
"/kits/amp-32001-hughes-th-55a-osage--1216966","AMP","32001","Hughes TH-55A Osage","32","New tool","https://www.scalemates.com/products/img/9/6/6/1216966-12741-64","2019"
"/kits/amp-48011-piaggio-pegna-pc7--1216965","AMP","48011","Piaggio-Pegna P.C.7Schneider Trophy series","48","none","https://www.scalemates.com/products/img/9/6/5/1216965-12741-84","2019*"
"/kits/aber-35l-275-main-armament-soviet-heavy-tank-smk-1x76-2mm-l-11-1x45mm-m1932--1216970","Aber","35L-275","Main Armament for Soviet Heavy Tank SMK 1x76,2mm L-11, 1x45mm M1932Takom","35","New tool","https://www.scalemates.com/products/img/9/7/0/1216970-13385-20","2019"
"/kits/dadblues-db1805-bmw-m3-7928-mb-38-generali-assurances--1217001","dadblues","DB1805","BMW M3 (7928 MB 38) "GENERALI ASSURANCES"Lyon-Charbonnières´03 #137 Caillat/Marchand","43","none","https://www.scalemates.com/products/img/0/0/1/1217001-20545-53","2018"
"/kits/dadblues-db1802-bmw-m3--1217000","dadblues","DB1802","BMW M3Lyon-Charbonnières´18 #44 Sabiron/Tavernier","43","none","https://www.scalemates.com/products/img/0/0/0/1217000-20545-57","2018"
"/kits/dadblues-db1801-bmw-m3-6146-vk-69-atac-supermarche--1216998","dadblues","DB1801","BMW M3 (6146 VK 69) "ATAC SuperMarché"Lyon-Charbonnieres´03 #133 Messy/Ducloux","43","none","https://www.scalemates.com/products/img/9/9/8/1216998-20545-47","2018"
"/kits/rallye-miniature-1863-ford-fiesta-rs-wrc-wagner--1216971","Rallye-Miniature","1863","Ford Fiesta RS WRC "WAGNER"Lyon-Charbonniers´19 #19 Pereira/Tutélaire","43","none","https://www.scalemates.com/products/img/9/7/1/1216971-20545-66","2019"
"/kits/dadblues-db1901-bmw-m3-626-ww-54-sagatrans--1216951","dadblues","DB1901?","BMW M3 (626 WW 54) "SAGATRANS"Lyon-Charbonnières´89 #5 Kruger/Roissard","43","none","https://www.scalemates.com/products/img/9/5/1/1216951-20545-44","2019"
"/kits/dadblues-db1902-bmw-m3-5978-wd-42-motul--1216949","dadblues","DB1902","BMW M3 (5978 WD 42) "MOTUL"Lyon-Charbonniers´95 #8 Peyrache/Cotte","43","none","https://www.scalemates.com/products/img/9/4/9/1216949-20545-38","2019"
"/kits/rallye-miniature-1862-citroen-ds3-r3t-hdg--1216948","Rallye-Miniature","1862","Citroën DS3 R3T "HDG"Lyon-Charbonniers´19 #30 Robert/Duval","43","none","https://www.scalemates.com/products/img/9/4/8/1216948-20545-72","2019"
"/kits/rallye-miniature-1861-renault-clio-rs-r3t--1216925","Rallye-Miniature","1861","Renault Clio RS R3TLyon-Charbonniers´19 #41 Courtois/Risser","43","none","https://www.scalemates.com/products/img/9/2/5/1216925-20545-19","2019"
"/kits/e2046-fg11553-twintail-maid--1216931","E2046","FG11553","Twintail Maid","4","none","https://www.scalemates.com/products/img/9/3/1/1216931-12741-20","2019*"
"/kits/sbs-model-sbs7022-caudron-c450--1216782","SBS Model","SBS7022","Caudron C.450","72","New tool","https://www.scalemates.com/products/img/7/8/2/1216782-11885-10","2019"
"/kits/model-monkey-72-dkm-15cm-trrt-deutsche-kriegsmarine-15-cm-sk-c-28-twin-gun-turret-with-barrels--1216845","Model Monkey","72-DKM-15cm-trrt","Deutsche Kriegsmarine 15 cm SK C/28 Twin-gun Turret with Barrelsfor Bismarck, Tirpitz, Scharnhorst, Gneisenau, etc.","72","New tool","https://www.scalemates.com/products/img/8/4/5/1216845-29191-10","2019"
"/kits/amur-reaver-pe4831-su-33-exterior-1-48--1216810","A.M.U.R. Reaver","PE4831","Su-33 Exterior 1/48","48","New tool","https://www.scalemates.com/products/img/8/1/0/1216810-26948-64","2019"
"/kits/amur-reaver-pe4829-f-14d-and-a-late-detail-set-tamiya-1-48--1216809","A.M.U.R. Reaver","PE4829","F-14D and A-late Detail Set for Tamiya 1/48","48","New tool","https://www.scalemates.com/products/img/8/0/9/1216809-26948-91","2019"
"/kits/amur-reaver-pe4828-r-77-rvv-ae-grid-fins-1-48--1216807","A.M.U.R. Reaver","PE4828","R-77 (RVV-AE) Grid Fins 1/48","48","New tool","https://www.scalemates.com/products/img/8/0/7/1216807-26948-55","2019"
"/kits/pit-road-332-aircraft-carrier-graf-zeppelin--1216680","Pit-Road","332","Aircraft carrier Graf ZeppelinPHOTO-ETCHED PARTS","700","New tool","https://www.scalemates.com/products/img/6/8/0/1216680-50095-12","2019"
"/kits/dadblues-db1807-bmw-m3-motul--1216811","dadblues","DB1807","BMW M3 "MOTUL"Lyon-Charbonnières´92 #3 Pignard/Barthelot","43","none","https://www.scalemates.com/products/img/8/1/1/1216811-20545-59","2018"
"/kits/dadblues-db1903-bmw-m3-8191-rz-47-yacco--1216808","dadblues","DB1903","BMW M3 (8191 RZ 47) " YACCO"Lyon-Charbonniers´97 #21 Delage/Mondésir","43","none","https://www.scalemates.com/products/img/8/0/8/1216808-20545-33","2019"
"/kits/dadblues-db1904-bmw-m3-4505-vk-51-gam--1216806","dadblues","DB1904","BMW M3 (4505 VK 51) "Gam"Winner Lyon-Charbonnières´94 #2 Delage/Mondésir","43","none","https://www.scalemates.com/products/img/8/0/6/1216806-20545-37","2019"
"/kits/dadblues-db1701-bmw-m3-aud--1216804","dadblues","DB1701","BMW M3 "A.U.D."Lyon-Charbonnieres´03 #113 Reynaud/Perez","43","none","https://www.scalemates.com/products/img/8/0/4/1216804-20545-70","2017"
